CORPORATION,SURVEY,PERIOD,COMPANY_NAME,RDIST_LABEL,STATE_NAME,SITE,PADD,PRODUCT,SUPPLY,QUANTITY
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per calendar day)",23000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per stream day)",25000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Next Year (barrels per stream day)",25000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT REFORMING: LOW PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",20500
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT REFORMING: LOW PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",21000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,CAT REFORMING: LOW PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",21000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Current Year (barrels per stream day)",23000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Next Year (barrels per stream day)",23000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, HEAVY GAS OIL","Downstream Charge Capacity, Current Year (barrels per stream day)",6500
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, HEAVY GAS OIL","Downstream Charge Capacity, Next Year (barrels per stream day)",6500
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, KEROSENE AND JET","Downstream Charge Capacity, Current Year (barrels per stream day)",5000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, KEROSENE AND JET","Downstream Charge Capacity, Next Year (barrels per stream day)",5000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",25500
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",25500
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,FUELS SOLVENT DEASPHALTING,"Downstream Charge Capacity, Current Year (barrels per stream day)",10000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,FUELS SOLVENT DEASPHALTING,"Downstream Charge Capacity, Next Year (barrels per stream day)",10000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),73000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),74000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,SULFUR (SHORT TONS/DAY),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",150
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,SULFUR (SHORT TONS/DAY),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",150
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),74000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),73000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),74000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,VACUUM DISTILLATION,"Downstream Charge Capacity, Current Year (barrels per stream day)",24000
ALON ISRAEL OIL COMPANY LTD,820,16,ALON USA ENERGY INC,Texas Inland,Texas,BIG SPRING,3,VACUUM DISTILLATION,"Downstream Charge Capacity, Next Year (barrels per stream day)",24000
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,ASPHALT & ROAD OIL,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",65
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,ASPHALT & ROAD OIL,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",65
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",1800
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",2200
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",2200
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",3600
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",3600
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,LUBRICANTS,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",2945
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,LUBRICANTS,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",2945
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),11000
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),11800
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),11800
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),11000
AMERICAN REFINING GROUP INC,820,16,AMERICAN REFINING GROUP INC,Appalachian No. 1,Pennsylvania,BRADFORD,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),11800
GENESIS ENERGY LP,820,16,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,IDLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),3800
GENESIS ENERGY LP,820,16,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,IDLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),4500
GENESIS ENERGY LP,820,16,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),4500
GENESIS ENERGY LP,820,16,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),3800
GENESIS ENERGY LP,820,16,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),4500
GENESIS ENERGY LP,820,16,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,VACUUM DISTILLATION,"Downstream Charge Capacity, Current Year (barrels per stream day)",3500
GENESIS ENERGY LP,820,16,ANTELOPE REFINING LLC,Rocky Mountain,Wyoming,DOUGLAS,4,VACUUM DISTILLATION,"Downstream Charge Capacity, Next Year (barrels per stream day)",3500
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,ASPHALT & ROAD OIL,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",49000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,ASPHALT & ROAD OIL,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",49000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,IDLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),32000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,IDLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),35000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),42000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),43000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,"TOTAL OPER CAP (PROJECTED, NEXT YEAR)",Atmospheric Crude Distillation Capacity (barrels per stream day),78000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),74000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,TOTAL OPERABLE CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),78000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,VACUUM DISTILLATION,"Downstream Charge Capacity, Current Year (barrels per stream day)",32000
LINDSAY GOLDBERG LLC,820,16,AXEON SPECIALTY PRODUCTS LLC,East Coast,New Jersey,PAULSBORO,1,VACUUM DISTILLATION,"Downstream Charge Capacity, Next Year (barrels per stream day)",32000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ALKYLATES,"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",3000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ALKYLATES,"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",3000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per calendar day)",11450
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Current Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT CRACKING: FRESH FEED,"Downstream Charge Capacity, Next Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per calendar day)",8200
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Current Year (barrels per stream day)",8500
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,CAT REFORMING: HIGH PRESSURE,"Downstream Charge Capacity, Next Year (barrels per stream day)",8500
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Current Year (barrels per stream day)",11000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, DIESEL FUEL","Downstream Charge Capacity, Next Year (barrels per stream day)",11000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Current Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,"DESULFURIZATION, NAPHTHA/REFORMER FEED","Downstream Charge Capacity, Next Year (barrels per stream day)",11500
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOBUTANE),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",1900
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOBUTANE),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",1900
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",3000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,ISOMERIZATION (ISOPENTANE/ISOHEXANE),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",3000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per calendar day),30500
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,OPERATING CAPACITY,Atmospheric Crude Distillation Capacity (barrels per stream day),32000
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,SULFUR (SHORT TONS/DAY),"Production Capacity, Current Year (barrels per steam day except sulfur and hydrogen)",4
FJ MANAGEMENT INC,820,16,BIG WEST OIL CO,Rocky Mountain,Utah,NORTH SALT LAKE,4,SULFUR (SHORT TONS/DAY),"Production Capacity, Next Year (barrels per stream day except sulfur and hydrogen)",4
